userId,tmdbId,rating
39,603,5.0
39,745,5.0
39,14,5.0
39,492,5.0
40,197,4.0
40,103,5.0
40,1572,4.0
40,680,5.0
40,278,5.0
41,807,3.5
41,629,3.0
41,103,2.0
41,101,4.0
41,680,5.0
41,13,2.0
41,78,2.0
41,627,4.0
41,500,2.0
41,679,2.0
41,769,2.0
41,348,0.5
41,600,2.0
41,694,5.0
41,115,4.0
41,857,2.0
41,603,2.0
41,14,4.0
41,550,4.0
41,98,4.0
41,808,3.0
41,2501,2.0
41,121,2.0
41,640,4.0
41,423,4.0
41,598,4.0
41,12,4.0
41,22,3.0
41,153,3.5
41,24,5.0
41,38,4.0
41,1422,3.5
41,1372,4.0
41,2062,4.0
41,675,0.5
41,16869,4.0
41,27205,0.5
41,49026,1.0
41,146233,5.0
41,194662,3.0
41,85350,3.5
41,244786,4.0
41,210577,3.0
41,242582,4.0
41,76341,2.5
41,293660,0.5
41,257211,3.5
42,807,4.0
42,629,5.0
42,197,4.0
42,1572,2.0
42,11,5.0
42,680,5.0
42,278,4.0
42,13,5.0
42,954,5.0
42,238,5.0
42,562,4.0
42,500,5.0
42,769,5.0
42,240,5.0
42,600,5.0
42,207,5.0
42,33,3.0
42,607,4.0
42,4995,5.0
42,857,5.0
42,117,4.0
42,9535,4.0
42,603,5.0
42,550,3.0
42,492,4.0
42,98,3.0
42,9679,4.0
43,807,4.0
43,197,3.0
43,1572,5.0
43,680,3.0
43,278,4.0
43,13,5.0
43,280,5.0
43,954,5.0
44,11,5.0
44,954,3.0
45,629,5.0
45,197,5.0
45,1572,5.0
45,11,5.0
45,680,5.0
45,13,5.0
45,78,3.0
45,280,5.0
45,954,4.0
45,627,4.0
45,238,5.0
45,562,3.0
45,769,5.0
45,240,4.0
45,207,5.0
45,694,5.0
45,607,3.0
45,115,5.0
45,857,5.0
45,603,5.0
45,745,5.0
45,14,5.0
45,550,5.0
45,492,4.0
45,497,5.0
45,98,5.0
45,9679,5.0
45,808,5.0
45,585,5.0
45,120,5.0
45,557,5.0
45,2501,5.0
45,640,5.0
45,604,5.0
45,12,5.0
45,22,5.0
45,809,5.0
45,2502,5.0
45,2062,5.0
45,285,4.0
46,629,5.0
46,197,5.0
46,103,4.0
46,1572,4.0
46,278,4.0
47,807,3.0
47,278,4.0
47,13,4.5
47,607,1.5
47,857,4.0
47,745,3.0
47,550,2.0
47,497,5.0
47,640,2.0
47,1372,3.0
47,19995,2.5
47,37799,3.5
47,77016,4.0
47,194662,1.5
47,244786,5.0
47,210577,2.0
48,607,5.0
48,117,4.0
48,603,5.0
48,955,2.5
48,585,5.0
48,557,4.0
49,197,4.0
49,278,4.0
49,13,4.0
49,679,4.5
49,348,4.0
49,857,4.5
49,603,4.5
49,12,4.0
49,27205,4.5
49,157336,4.5
49,271110,4.0
49,263115,4.5
50,103,4.0
50,1572,3.0
50,680,4.0
50,278,3.5
50,13,3.0
50,78,4.0
50,238,4.0
50,15,4.0
50,562,3.5
50,694,4.0
50,607,2.5
50,115,3.5
50,603,2.5
50,550,3.0
50,808,2.0
50,585,3.0
50,12,3.0
50,22,3.0
50,153,3.0
50,24,3.5
50,272,2.5
50,36557,2.5
50,2062,3.0
50,6479,1.5
50,155,3.0
50,19995,2.0
50,11324,2.5
50,27205,2.5
50,76493,2.0
50,70981,1.5
50,37724,2.5
50,157336,2.5
50,194662,3.0
50,244786,2.5
50,205596,2.5
50,76341,3.0
50,293660,1.5
50,283995,1.0
50,293167,1.5
50,335984,3.0
51,103,5.0
51,11,5.0
51,280,5.0
51,238,3.5
51,679,5.0
51,348,5.0
51,607,5.0
51,117,5.0
51,745,5.0
51,585,4.0
51,153,4.5
51,587,4.0
51,1954,4.5
51,9693,5.0
51,559,3.5
51,675,5.0
51,155,4.0
52,11,4.0
52,101,4.0
52,278,5.0
52,13,5.0
52,603,5.0
52,550,4.5
52,2501,5.0
52,24,4.5
52,38,3.5
52,2502,5.0
52,561,4.5
52,591,3.5
52,1422,4.0
52,9693,3.5
52,36557,5.0
52,1372,5.0
52,2062,4.0
52,155,5.0
52,10764,4.0
52,19995,4.5
52,10528,5.0
52,11324,4.5
52,27205,5.0
52,24428,5.0
52,62177,5.0
52,37724,3.0
52,77016,5.0
52,76341,5.0
52,140607,5.0
52,102899,5.0
52,293660,5.0
52,286217,5.0
54,807,3.0
54,629,3.0
54,197,3.0
54,680,3.0
54,278,4.0
54,13,4.0
54,280,3.0
55,1422,5.0
56,807,5.0
56,197,4.0
56,1572,3.0
56,680,4.0
56,278,4.0
56,13,5.0
56,280,4.0
57,629,5.0
57,197,4.0
57,11,5.0
57,680,3.0
57,13,4.0
57,78,5.0
57,280,4.0
57,954,4.0
57,627,4.0
57,238,5.0
57,15,5.0
57,562,4.0
57,679,4.0
57,240,5.0
57,600,4.0
57,33,4.0
57,607,4.0
57,4995,4.0
57,1366,4.0
57,857,5.0
57,117,4.0
57,2109,3.0
57,603,5.0
57,745,5.0
57,14,5.0
57,492,4.0
57,98,4.0
58,807,5.0
58,629,5.0
58,197,5.0
58,1572,4.0
58,101,5.0
58,680,5.0
58,278,5.0
58,13,4.0
58,280,4.0
58,954,5.0
59,197,2.0
59,103,5.0
59,11,4.0
59,78,5.0
59,280,4.0
59,954,5.0
59,238,5.0
59,240,4.0
59,600,5.0
59,607,3.0
59,857,5.0
59,603,1.0
60,629,3.0
60,278,4.0
60,238,5.0
60,598,4.0
60,155,5.0
61,629,4.5
61,101,4.5
61,278,5.0
61,500,4.5
61,769,4.0
61,348,4.5
61,694,4.0
61,120,4.5
61,121,4.5
61,24,4.0
61,38,4.0
62,807,4.5
62,197,4.5
62,11,4.5
62,101,5.0
62,680,4.5
62,278,4.0
62,13,5.0
62,627,4.5
62,238,5.0
62,500,5.0
62,240,5.0
62,207,4.5
62,607,3.0
62,115,4.5
62,857,4.0
62,603,5.0
62,745,4.5
62,550,5.0
62,497,5.0
62,98,4.5
62,808,1.0
62,120,5.0
62,557,4.0
62,121,5.0
62,640,4.5
62,423,4.5
62,604,5.0
62,22,4.0
62,24,5.0
62,1954,4.0
62,38,4.5
62,652,4.0
62,809,1.0
62,561,4.5
62,272,5.0
62,254,4.0
62,591,3.5
62,58,4.5
62,1422,4.5
62,36557,4.5
62,1372,4.5
62,559,4.0
62,285,4.5
62,675,4.5
62,6479,4.0
62,155,5.0
62,1726,3.5
62,10764,4.5
62,4922,4.5
62,16869,4.0
62,767,4.5
62,19995,4.0
62,10528,5.0
62,11324,4.0
62,10138,3.5
62,27205,5.0
62,12444,4.5
62,10195,4.0
62,12445,4.5
62,24428,4.0
62,49026,5.0
62,70981,3.5
62,37724,4.5
62,68721,3.5
62,146233,3.0
62,76338,3.5
62,110415,4.0
62,157336,5.0
62,240832,4.0
62,244786,4.0
62,210577,4.0
62,198663,3.5
62,190859,4.0
62,228150,4.5
62,242582,4.5
62,205596,4.5
62,131631,4.0
62,122917,4.0
62,228967,3.0
62,76341,4.0
62,140607,4.0
62,99861,4.0
62,102899,3.5
62,293660,4.5
62,299536,4.0
62,283995,4.0
62,271110,4.0
62,284052,4.5
62,238615,3.5
62,257211,4.0
62,329865,4.0
62,263115,5.0
62,335984,4.0
62,181808,3.5
63,807,4.0
63,629,5.0
63,197,2.5
63,103,3.0
63,1572,4.0
63,11,5.0
63,101,3.5
63,680,5.0
63,278,5.0
63,13,3.5
63,280,4.0
63,954,4.0
63,627,4.0
63,238,4.0
63,562,4.0
63,500,3.0
63,679,2.5
63,769,4.0
63,348,2.5
63,240,4.0
63,600,2.5
63,607,2.0
63,115,0.5
63,857,3.5
63,603,3.5
63,14,5.0
63,550,5.0
63,492,3.0
63,9532,2.0
63,98,3.0
63,955,2.5
63,9679,2.5
63,808,2.5
63,585,3.5
63,120,4.0
63,557,0.5
63,2501,4.0
63,121,3.5
63,640,4.0
63,598,4.5
63,604,2.0
63,22,4.0
63,24,3.5
63,1954,2.5
63,38,5.0
63,2502,3.0
63,272,3.5
63,58,4.0
63,1422,4.5
63,9693,5.0
63,36557,4.0
63,2062,2.5
63,285,3.5
63,1571,4.0
63,155,5.0
63,10528,4.0
63,11324,4.0
63,10138,2.5
63,27205,3.5
63,24428,3.5
63,49026,5.0
63,37724,3.5
63,177572,5.0
63,99861,4.0
64,807,4.5
64,629,3.0
64,197,4.0
64,103,4.0
64,11,3.5
64,101,4.0
64,680,4.5
64,278,5.0
64,13,4.0
64,280,4.0
64,627,5.0
64,238,5.0
64,562,3.0
64,500,4.0
64,769,5.0
64,348,4.0
64,240,5.0
64,600,4.0
64,694,3.5
64,33,3.5
64,607,3.5
64,4995,4.5
64,115,5.0
64,857,4.0
64,117,4.5
64,2109,3.0
64,9535,3.0
64,603,4.0
64,745,4.5
64,14,2.5
64,550,4.5
64,492,4.0
64,497,4.0
64,9679,2.5
64,808,3.5
64,5175,3.0
64,585,4.0
64,120,4.5
64,2501,3.5
64,121,4.5
64,598,3.5
64,604,3.0
64,12,5.0
64,22,4.0
64,153,4.0
64,24,4.0
64,587,4.0
64,1954,3.0
64,38,4.5
64,809,3.5
64,272,4.0
64,254,4.0
64,591,2.5
65,278,4.0
65,562,3.0
65,207,4.0
65,857,4.0
65,550,4.5
65,497,4.5
65,120,3.5
65,652,3.5
65,155,4.5
65,13223,4.5
65,11324,4.5
65,27205,4.5
65,157336,4.5
65,205596,4.5
65,293660,3.0
66,807,5.0
66,629,4.0
66,197,5.0
66,103,4.5
66,11,2.5
66,101,4.0
66,680,5.0
66,278,4.5
66,13,5.0
66,78,5.0
66,280,4.0
66,562,4.0
66,500,4.0
66,679,5.0
66,769,3.5
66,348,4.0
66,600,4.5
66,207,4.5
66,694,4.0
66,33,5.0
66,857,4.5
66,117,4.0
66,603,5.0
66,745,5.0
66,14,5.0
66,550,5.0
66,98,3.5
66,808,5.0
66,585,4.5
66,120,5.0
66,557,4.0
66,2501,5.0
66,121,5.0
66,12,4.5
66,22,3.5
66,153,5.0
66,24,5.0
66,587,5.0
66,38,4.5
66,809,4.5
66,2502,5.0
67,101,5.0
67,680,4.5
67,278,4.5
67,13,4.5
67,280,3.5
67,562,4.0
67,607,4.0
67,857,4.5
67,603,4.5
67,14,4.0
67,550,4.5
67,808,3.5
67,585,4.5
67,120,2.0
67,2501,3.0
67,121,2.0
67,12,4.0
67,22,4.5
67,16869,4.0
67,27205,4.0
68,807,4.0
68,629,3.0
68,197,2.5
68,1572,3.5
68,11,5.0
68,101,4.0
68,680,2.0
68,278,3.0
68,13,3.5
68,78,2.0
68,280,3.5
68,954,4.0
68,238,4.0
68,15,3.0
68,562,3.0
68,500,3.5
68,679,2.5
68,769,3.5
68,348,2.0
68,240,3.0
68,600,2.5
68,694,3.5
68,607,4.0
68,4995,3.0
68,115,0.5
68,1366,3.5
68,857,4.0
68,117,3.5
68,2109,2.5
68,9535,2.0
68,603,4.5
68,745,2.5
68,14,5.0
68,550,2.5
68,492,4.5
68,497,3.5
68,9532,3.0
68,98,4.0
68,955,4.5
68,9679,3.0
68,808,5.0
68,5175,2.0
68,585,4.5
68,120,4.5
68,557,4.5
68,2501,4.5
68,121,4.0
68,640,3.5
68,423,4.0
68,604,4.0
68,12,4.5
68,22,5.0
68,153,5.0
68,24,3.0
68,1954,2.5
68,38,4.5
68,652,4.0
68,809,3.5
68,2502,3.5
68,561,3.5
68,272,2.5
68,254,4.5
68,58,4.5
68,1422,3.5
68,9693,3.5
68,36557,5.0
68,1372,3.0
68,2062,4.0
68,1255,3.5
68,559,3.0
68,285,4.5
68,1571,3.0
68,675,5.0
68,6479,3.5
68,155,5.0
68,1726,4.5
68,10764,3.0
68,16869,4.5
68,767,4.0
68,19995,5.0
68,10528,3.0
68,11324,3.0
68,10138,4.0
68,27205,5.0
68,37799,3.5
68,12444,5.0
68,10195,3.5
68,12445,4.5
68,24428,4.5
68,49026,4.0
68,70981,3.0
68,62177,3.0
68,72105,3.5
68,37724,4.5
68,72190,3.5
68,110415,1.5
68,194662,1.5
68,205596,3.5
68,131631,4.0
68,122917,3.0
68,76341,5.0
68,140607,4.5
68,293660,4.0
68,283995,3.5
68,284052,3.0
68,286217,5.0
68,329865,3.5
68,263115,4.0
68,335984,3.5
69,629,5.0
69,11,5.0
69,680,5.0
69,278,5.0
69,13,4.0
69,78,5.0
69,280,4.0
69,694,5.0
69,33,5.0
69,607,4.0
69,603,5.0
69,745,5.0
70,278,4.5
70,13,4.0
70,238,5.0
70,207,5.0
70,1366,4.5
70,14,4.0
70,497,2.5
70,808,4.0
70,423,4.0
70,38,4.5
71,1572,5.0
71,11,3.0
71,280,3.0
71,954,4.0
71,562,4.0
72,807,4.5
72,629,4.5
72,197,4.5
72,1572,4.0
72,11,5.0
72,680,4.5
72,278,5.0
72,13,4.0
72,280,4.5
72,954,4.0
72,238,4.5
72,240,4.5
72,603,5.0
72,14,4.5
72,6479,4.5
73,11,2.0
73,115,5.0
73,857,5.0
73,14,5.0
73,808,2.5
73,585,4.0
73,12,4.5
73,22,4.5
73,24,5.0
73,809,2.0
73,58,4.0
73,36557,5.0
73,559,5.0
73,285,4.5
73,155,4.5
73,1726,4.0
73,4922,3.5
73,16869,5.0
73,19995,3.5
73,10528,5.0
73,11324,4.5
73,27205,2.5
73,37799,4.0
73,10195,5.0
73,24428,4.0
73,49026,5.0
73,72105,3.5
73,37724,5.0
73,72190,4.0
73,76338,5.0
73,157336,4.5
73,194662,2.5
73,85350,3.5
73,210577,4.0
73,225886,2.5
73,177572,5.0
73,131631,4.0
73,227159,4.0
73,99861,5.0
73,293660,4.5
73,284276,2.5
73,252838,3.5
73,271718,3.5
73,257211,4.0
74,103,5.0
74,680,5.0
74,238,5.0
74,15,5.0
74,240,5.0
74,4995,3.5
74,14,5.0
74,492,4.0
74,423,5.0
74,598,5.0
74,153,4.0
74,1422,5.0
74,9693,4.0
75,807,2.0
75,11,5.0
75,78,4.0
75,280,4.5
75,562,4.0
75,679,2.5
75,348,4.5
75,33,4.0
75,603,1.0
75,808,4.0
75,120,5.0
75,121,4.0
75,809,4.0
76,807,3.5
76,103,3.0
76,11,4.0
76,680,4.5
76,278,3.0
76,13,1.0
76,78,3.5
76,280,3.5
76,627,4.5
76,238,5.0
76,15,1.5
76,500,4.5
76,769,5.0
76,348,4.0
76,240,4.5
76,694,3.5
76,115,4.0
76,603,4.0
76,745,4.0
76,14,4.0
76,550,4.5
76,121,3.0
76,598,3.0
76,12,0.5
76,22,2.0
76,24,3.5
76,1954,3.0
76,6479,2.0
76,155,3.0
76,16869,4.0
76,10528,2.0
76,11324,4.0
76,27205,4.0
76,37799,3.0
77,11,5.0
77,603,5.0
77,98,5.0
77,120,5.0
77,557,5.0
77,2501,2.5
77,121,5.0
77,640,2.0
77,22,4.0
77,38,2.0
77,272,5.0
77,155,5.0
77,27205,2.5
77,157336,4.0
78,1572,3.0
78,11,3.5
78,680,4.0
78,278,4.5
78,13,3.0
78,280,4.5
78,954,3.0
78,562,5.0
78,679,3.0
78,603,4.5
78,1571,1.5
78,1726,3.0
79,11,5.0
79,280,5.0
79,238,5.0
79,679,4.0
79,240,5.0
79,600,4.0
79,607,4.0
79,1366,4.0
79,857,5.0
79,603,4.0
79,98,2.0
80,629,4.5
80,278,5.0
80,954,4.5
80,238,4.0
80,679,4.5
80,348,5.0
80,240,4.0
80,694,4.0
80,603,4.5
80,550,5.0
80,497,4.0
80,955,4.0
80,585,4.0
80,557,4.0
80,2501,5.0
80,640,4.5
80,604,4.0
80,22,4.0
80,24,4.5
80,2502,5.0
80,272,5.0
80,1422,4.0
80,9693,4.0
80,36557,4.5
80,1372,4.0
80,1571,4.0
80,6479,4.5
80,155,5.0
80,1726,4.5
80,10764,4.5
80,19995,4.0
80,11324,4.5
80,10138,4.5
80,27205,4.5
80,49530,4.0
80,70981,5.0
80,37724,4.5
80,68721,4.0
80,72190,4.0
81,807,3.0
81,197,3.0
81,1572,3.0
81,680,3.0
81,278,3.0
81,13,2.0
81,280,5.0
82,807,3.5
82,197,4.5
82,1572,4.0
82,11,3.5
